h;Error;Timing;Amplitude;Energy;
0.09090909090909088;0.2787861304984821;4.202735e-5;0.06189034435428784;0.13163276578643401;
0.04761904761904764;0.14750621738769412;0.00010449735;0.03635907048528998;0.1917392193457914;
0.03225806451612902;0.10013147778584301;0.00019328385000000003;0.025117136566882293;0.17530871504250367;
0.024390243902439032;0.07576702790937408;0.0024429063;0.019113393133962115;0.15230220449594167;
0.019607843137254895;0.060932982480552365;0.00033388029999999993;0.014839491561119389;0.09171426845442188;
0.01639344262295082;0.05095431626495263;0.0009784853500000002;0.012506790249017023;0.08776930239479697;
0.014084507042253521;0.04378316470055744;0.00168105445;0.010803573809210125;0.08242390132359567;
0.012345679012345678;0.038380966116848374;0.0014882886;0.009506650301488331;0.07695783497037656;
0.010989010989010985;0.034165242133138804;0.0020837277000000003;0.008486692968992151;0.07181104151227569;
0.009900990099009903;0.030784100931292364;0.00390607335;0.007663821460312356;0.06711429208693165;
0.009009009009009007;0.028012704453019243;0.0033803839500000004;0.006986054113588223;0.06288063417190592;
0.008264462809917356;0.025698891964220642;0.00329062595;0.006319181667943539;0.051552662648560066;
0.007633587786259543;0.02373801824244309;0.00400191175;0.00585139780448672;0.049226308600094804;
0.007092198581560283;0.022055076730166392;0.00456920145;0.005447924949223347;0.04702398634108196;
0.006622516556291394;0.0205949030254382;0.00479134275;0.005096385247983813;0.044958074246775226;
0.006211180124223601;0.019316022170080386;0.006452957049999999;0.004787378590522014;0.043029534753243226;
0.005847953216374269;0.01818665118223402;0.0068953419500000016;0.0045136448340028735;0.041233468096465664;
0.0055248618784530384;0.01718202479525887;0.007942139950000001;0.004269470970394715;0.039562156631355094;
0.00523560209424084;0.016282560211712222;0.008596131400000002;0.004050325025097358;0.03800674262472725;
0.0049751243781094535;0.015472569078656444;0.00831724995;0.0038169182465319354;0.03380448825563853;
0.004739336492890994;0.014739335361609008;0.009552454349999998;0.0036408949444168273;0.03270566034745048;
0.004524886877828054;0.014072443347559641;0.013102095749999997;0.003480364192266717;0.03166359395877283;
0.00432900432900433;0.013463280053740086;0.006756900900000001;0.003333372180084137;0.030676111960936225;
0.004149377593360996;0.012904661429340292;0.00717689985;0.003198274281392472;0.029740590554835578;
0.0039840637450199185;0.012390547853396694;0.0095682631;0.0030736867142427066;0.028854199105451173;
0.0038314176245210726;0.01191582499721209;0.010147182250000001;0.0029584304080020546;0.028014052338829032;
0.0036900369003690036;0.011476133178067234;0.0144325076;0.002831927864543025;0.025697880569972575;
0.0035587188612099655;0.01106773313224074;0.015684973249999998;0.002733837992157805;0.02504689852386832;
0.0034364261168384888;0.010687399451269872;0.0169557287;0.0026423057256687293;0.024423431389015704;
0.0033222591362126247;0.010332356611820755;0.018617614549999998;0.0025566963071525515;0.023826368612406945;
0.0032154340836012874;0.010000173176310209;0.018290332050000004;0.002476452519463581;0.023254543130120986;
0.003115264797507788;0.00968867949101854;0.015669543;0.0024010864398505993;0.02270676964494811;
0.0030211480362537773;0.009396001330093521;0.02447334155;0.0023301669731105572;0.02218187089524637;
0.002932551319648093;0.009120484167160579;0.021358733549999995;0.0022633123101453577;0.021678695369661938;
0.00284900284900285;0.0088606619053604;0.01873107675;0.002188541906914215;0.020288292747993708;
0.0027700831024930757;0.008615230799356369;0.01986115385;0.0021294819346655077;0.019874413895413667;
0.0026954177897574117;0.008383027591319368;0.020572432099999996;0.002073522104659865;0.01947517438218771;
0.0026246719160104987;0.008163011086763702;0.02166539625;0.0020204239640868316;0.01909000138894079;
0.0025575447570332487;0.00795424655546995;0.0272921884;0.001969974190612234;0.018718323803906145;
0.0024937655860349122;0.007755892464813572;0.025675641199999998;0.0019219797003628756;0.01835957880851602;
0.0024330900243308994;0.007567189148070416;0.0272437039;0.001876265711285983;0.018013216548377287;
0.002375296912114015;0.007387449087070538;0.029284862499999998;0.0018245857281670018;0.017047025975410968;
0.002320185614849188;0.00721604854633673;0.02828667935;0.0017833486160344907;0.016752570569325442;
0.0022675736961451243;0.007052420344991694;0.03028127685;0.001743931630218067;0.016467040680176126;
0.0022172949002217295;0.0068960475898141955;0.03108439985;0.0017062173090157781;0.01619012688422128;
0.002169197396963124;0.00674645822306529;0.0325431489;0.001670097797331754;0.015921522825242285;
0.0021231422505307855;0.00660322026504101;0.0346555647;0.0016354741497344098;0.01566092732093516;
0.002079002079002079;0.0064659376494790154;0.0355702335;0.0016022554302449472;0.015408045912455925;
0.002036659877800407;0.006334246567612068;0.0361922213;0.0015703579189084056;0.015162591981515483;
0.001996007984031936;0.006207819298491178;0.037673887499999996;0.0015339991653924917;0.014477767612127934;
0.0019569471624266144;0.006086344156424602;0.04680667879999999;0.0015047429791987398;0.014263511732471201;
0.0019193857965451055;0.005969531067275515;0.04845591515000001;0.0014765805136840767;0.01405490699920886;
0.001883239171374764;0.00585711674153523;0.05950183675;0.0014494516372470724;0.013851775116900278;
0.0018484288354898334;0.005748857345873116;0.0440084009;0.0014233005413226045;0.013653940880036686;
0.0018148820326678763;0.0056445267391376655;0.04669219305;0.0013980753594071424;0.013461232775227927;
0.0017825311942958999;0.005543914896355553;0.046562456950000004;0.0013737279633370082;0.013273483433762223;
0.0017513134851138354;0.005446826498512372;0.05278223289999999;0.0013458216042961354;0.01274661355815887;
0.001721170395869192;0.0053530796675749824;0.0638330923;0.0013232497092316815;0.012579944365612938;
0.0016920473773265649;0.005262504830026034;0.059224811249999995;0.00130142157091585;0.012417178529507744;
0.001663893510815307;0.005174943693897853;0.0707671152;0.0012803010691157352;0.012258205505289332;
0.001636661211129296;0.00509024832594682;0.0690165934;0.0012598543822876648;0.012102916625603477;
0.0016103059581320449;0.005008280318035645;0.08168753175;0.0012400498078329472;0.0119512053684252;
0.001584786053882726;0.004928910032710509;0.05829639639999999;0.0012208576958504169;0.011802967560605282;
0.0015600624024961;0.004852015919507731;0.05979943759999999;0.0012022499085275128;0.011658101527904918;
0.0015360983102918582;0.004777483893981945;0.061522073499999996;0.0011808239322383361;0.011251763020352357;
0.0015128593040847206;0.0047052067731818545;0.09171431235;0.0011634107171354438;0.011121237686543495;
0.0014903129657228014;0.004635083761804316;0.09191552089999999;0.0011465030247481897;0.010993447808309575;
0.001468428781204112;0.00456701998306873;0.09469704450000002;0.001130079182222506;0.010868322487417537;
0.0014471780028943555;0.004500926050894842;0.1018708741;0.0011141187366176634;0.010745792133089793;
0.0014265335235378036;0.004436721133427015;0.09840438459999999;0.0010986024175519637;0.010625788563237037;
0.001406469760900141;0.004374322857677153;0.10203391595;0.0010835118690150371;0.01050824508132564;
0.0013869625520110953;0.004313655121737909;0.10954533800000002;0.0010660774549530563;0.010177203991423411;
0.0013679890560875513;0.004254646929163558;0.11263674920000004;0.0010518636066012368;0.01007021103224126;
0.0013495276653171387;0.004197231114177135;0.11331461634999998;0.001038023359743344;0.009965255235842463;
0.00133155792276964;0.004141344086573435;0.12773172959999998;0.00102454219304508;0.009862288408508668;
0.0013140604467805521;0.004086925597273661;0.11926442525000003;0.0010114063824604367;0.009761263189745684;
0.0012970168612191956;0.004033918521580664;0.09887434755000002;0.00099860273130743;0.009662133103109483;
0.0012804097311139568;0.003982268659155423;0.10388808975000001;0.0009861188650425149;0.009564852600175477;
0.0012642225031605568;0.003931924549569796;0.090093075;0.0009739429636428642;0.009469377089208919;
0.0012484394506866415;0.003882837301035508;0.09198999175;0.0009598347033717483;0.009200670927778098;
0.001233045622688039;0.0038349604324714195;0.13255463069999998;0.0009482970132079422;0.009112934688064733;
0.0012180267965895245;0.003788249726258275;0.1556600823;0.0009370330964645681;0.009026722186652236;
0.0012033694344163663;0.0037426630929063786;0.1503595248;0.0009260333767154499;0.008942000082138968;
0.0011890606420927462;0.0036981604435654043;0.15901129610000003;0.0009152885935009815;0.008858735617493174;
0.0011750881316098705;0.003654703573466007;0.1620845083;0.0009047900362755478;0.008776896634835829;
0.0011614401858304302;0.0036122560519722415;0.19054949729999998;0.0008945293461937387;0.008696451596853727;
