h;Error;Timing;Amplitude;Energy;
0.09090909090909088;0.20897216888952244;5.178510000000001e-5;0.05222423982924449;0.3604872225372473;
0.04761904761904764;0.11101162849604362;0.0011357277999999996;0.026292009266592246;0.09433609030460399;
0.03225806451612902;0.07558586194239236;0.00019797389999999998;0.01829409428529509;0.10193497581709554;
0.024390243902439032;0.05724343201255013;0.00201125045;0.013984023224450467;0.09406886230944167;
0.019607843137254895;0.046052931253375076;0.00037017079999999996;0.011308163174522544;0.0844821814391663;
0.01639344262295082;0.03853358191044222;0.00164163985;0.009489278553933493;0.07579499003652401;
0.014084507042253521;0.033118857044517294;0.0016976814999999997;0.008172588807449355;0.06838062975087134;
0.012345679012345678;0.02903618064708713;0.0023291933999999995;0.0071761498994148435;0.06212626382273623;
0.010989010989010985;0.025853114984470304;0.0026582271000000005;0.006396142082556571;0.05683661737139367;
0.009900990099009903;0.023297158794080893;0.0031997534999999994;0.005768727956711463;0.05233022989738867;
0.009009009009009007;0.021200322233008176;0.0044806804;0.00525329918864233;0.04845800707508552;
0.008264462809917356;0.019451249773838164;0.00480989805;0.004822430742319038;0.045101847655035776;
0.007633587786259543;0.017968009317090843;0.0059832515;0.004456767715138149;0.04216903096992297;
0.007092198581560283;0.016694570084187295;0.0062867912;0.004142619818040644;0.03958662306953986;
0.006622516556291394;0.015590446607393952;0.007324834400000001;0.003869861972465699;0.03729688194662906;
0.006211180124223601;0.014622908128620377;0.00814233935;0.0036307514246359473;0.03525371061437266;
0.005847953216374269;0.01376823323558995;0.0096562313;0.0034194591615519404;0.03341997789710849;
0.0055248618784530384;0.013008386409365438;0.009693848049999999;0.0032314219794340204;0.031765505471207156;
0.00523560209424084;0.012327788449348835;0.00981849425;0.0030629597498148665;0.030265552216150127;
0.0049751243781094535;0.01171473925260768;0.00697178255;0.002890817282684906;0.02720295951409213;
0.004739336492890994;0.011160049069613757;0.008686658100000001;0.002755284324561758;0.026109527140809163;
0.004524886877828054;0.010655364641179606;0.009687819249999998;0.0026318722152252967;0.02509841879878394;
0.00432900432900433;0.01019426736070508;0.009967100449999999;0.002519037869660436;0.024160973305765054;
0.004149377593360996;0.009771605253714353;0.009462390950000002;0.0024154873850055843;0.02328964972221126;
0.0039840637450199185;0.00938249574571118;0.01316590205;0.002320102311465339;0.0224778637990104;
0.0038314176245210726;0.009023130394569728;0.014425996999999996;0.002231962376542524;0.02171984908899205;
0.0036900369003690036;0.008690406888430221;0.024551394999999997;0.002150279339557614;0.0210105394998088;
0.0035587188612099655;0.008381278264930766;0.01592885335;0.002074355993896537;0.020345470157952406;
0.0034364261168384888;0.008093344539705338;0.017494241299999998;0.0020036101673258167;0.019720693711700044;
0.0033222591362126247;0.007824631014296582;0.0191666017;0.001937534790483722;0.019132709599165132;
0.0032154340836012874;0.0075731360389785065;0.020155172449999998;0.001875672761922818;0.018578404157468142;
0.003115264797507788;0.007337273288670604;0.0212854307;0.0018176381281044256;0.018054999792343374;
0.0030211480362537773;0.007115728820497863;0.025414621999999998;0.0017630901434589545;0.01756001172545041;
0.002932551319648093;0.006907132139901265;0.0293796149;0.0017117166613348392;0.01709121108433287;
0.00284900284900285;0.006710393306487751;0.030503132100000004;0.0016632518678008604;0.016646593314463942;
0.0027700831024930757;0.006524605760449592;0.03154696084999999;0.0016174584486400296;0.01622435106465936;
0.0026954177897574117;0.006348798649870852;0.0316893494;0.0015741159604225649;0.015822850838628888;
0.0026246719160104987;0.006182198671453007;0.03220445885;0.0015273791720518811;0.014965295510147136;
0.0025575447570332487;0.006024161170904139;0.03294472185;0.0014886776000072803;0.014624811344431166;
0.0024937655860349122;0.005873978512451777;0.03352434605;0.0014518862476237545;0.01429927498513095;
0.0024330900243308994;0.005731087019418931;0.036709579150000005;0.0014168692296780373;0.01398773867330938;
