h;Error;Timing;Amplitude;Energy;
0.09090909090909088;0.19945803617208652;0.0013497596999999999;0.05040421280683259;0.3584742446927134;
0.04761904761904764;0.10855555214829724;0.0007218415;0.025572185187258945;0.10130914092911514;
0.03225806451612902;0.07443697854208126;0.0026571519499999996;0.017883886541377677;0.10594772090669924;
0.024390243902439032;0.05658073907271274;0.0025081292500000003;0.013719241593944668;0.09667634727714258;
0.019607843137254895;0.04563429013330823;0.003490195149999999;0.01112534971041337;0.08630538974595225;
0.01639344262295082;0.03823847828338508;0.005496605449999999;0.009358398776308296;0.07713840403122685;
0.014084507042253521;0.032899746917595604;0.0073262715;0.008072887079206465;0.06941028177789299;
0.012345679012345678;0.028870108870843618;0.0087004946;0.007097765244721149;0.06293995657271623;
0.010989010989010985;0.025720807113556;0.0108521616;0.006333640551223971;0.0574955303549709;
0.009900990099009903;0.023189284883733348;0.01343343475;0.005717223934261637;0.05287452136955828;
0.009009009009009007;0.021111870366396293;0.016830127349999998;0.005210137941911528;0.04891509604794653;
0.008264462809917356;0.019376505167720343;0.019199109600000003;0.0047860409271086365;0.045491078872060164;
0.007633587786259543;0.017904019625996977;0.0231909679;0.0044254400167003365;0.04250443547206917;
0.007092198581560283;0.016639748389387858;0.0255301253;0.004115369779415406;0.03987862133869502;
0.006622516556291394;0.015542487117549356;0.02356985985;0.0038460962632735447;0.037553372792983986;
0.006211180124223601;0.014580600190482578;0.0262324793;0.0036097169770836685;0.03548078912366481;
0.005847953216374269;0.013730958193575452;0.03362207055;0.003400711732815912;0.03362242169585716;
0.0055248618784530384;0.012975024437067242;0.03977911165;0.0032146967127759675;0.03194711195352973;
0.00523560209424084;0.012297755002391941;0.059498780550000005;0.0030478713957663097;0.030429377364041166;
0.0049751243781094535;0.011687760007483455;0.06499403459999999;0.0028773504096255005;0.027352459826268216;
0.004739336492890994;0.011135508494535208;0.061710687;0.0027430642326788583;0.026245642548329506;
0.004524886877828054;0.010632946873067286;0.07108240925;0.0026206850368263104;0.025222868967920142;
0.00432900432900433;0.010173840327402225;0.06796484775;0.002508758219345501;0.02427519553702684;
0.004149377593360996;0.009752799322663534;0.07240842584999999;0.002406046709200129;0.02339485459852675;
0.0039840637450199185;0.009365125591707959;0.08417483625000001;0.002311368920342983;0.022575078178442176;
0.0038314176245210726;0.00900712917057772;0.09729821845;0.0022238597887787844;0.021809949671756534;
0.0036900369003690036;0.008675537412213025;0.0839137961;0.0021427679579010235;0.02109427930104868;
0.0035587188612099655;0.00836742474700791;0.0864048511;0.002067349878803003;0.02042349956838141;
0.0034364261168384888;0.008080472370216307;0.09270400675000001;0.0019970600674805257;0.019793577400511353;
0.0033222591362126247;0.007812579960274133;0.10601915160000001;0.0019314167964198652;0.01920094018245777;
0.0032154340836012874;0.007561830079321872;0.09864631019999999;0.0018699281465671912;0.0186424133323273;
0.003115264797507788;0.007326694638978018;0.10870542899999999;0.0018122337638561698;0.018115167469209936;
0.0030211480362537773;0.007105764691476471;0.11844025540000003;0.0017580110980320164;0.017616673565648888;
0.002932551319648093;0.006897730577653386;0.12105287534999995;0.001706921274862955;0.01714466475931431;
0.00284900284900285;0.006701545654969385;0.13152139855;0.0016587170476267284;0.016697103731289076;
0.0027700831024930757;0.00651622991879715;0.15660800615000003;0.001613174629909893;0.016272154751084678;
0.0026954177897574117;0.006340857916533257;0.15950499155000003;0.0015700526624276845;0.015868159645012092;
0.0026246719160104987;0.006174689469394246;0.18069718755000003;0.0015235509741208342;0.01500843395801077;
0.0025575447570332487;0.006017022049132038;0.15900799670000001;0.0014850447658015997;0.01466580656087757;
0.0024937655860349122;0.005867182812860677;0.16771823530000002;0.001448426106217902;0.014338282805120173;
0.0024330900243308994;0.00572463402510008;0.17457211879999998;0.0014135697671823514;0.01402490018280389;
0.002375296912114015;0.005588859048161695;0.15507302055000002;0.0013803603370618313;0.013724774788221872;
0.002320185614849188;0.00545935671647506;0.18867720524999995;0.0013486667862753659;0.013437093639900866;
0.0022675736961451243;0.005335727285845814;0.23115826135;0.0013183958782800485;0.013161107857625254;
0.0022172949002217295;0.00521758241662501;0.24300859775;0.0012894610971183533;0.012896126590466572;
0.002169197396963124;0.005104540964024883;0.22890343975000005;0.0012617620319670805;0.012641511604524425;
0.0021231422505307855;0.0049962998076003694;0.24104863564999998;0.0012352279033545886;0.012396672451454371;
0.002079002079002079;0.004892561456044807;0.25768117060000006;0.0012097926413519896;0.01216106214831214;
0.002036659877800407;0.004793030747583614;0.25570216194999995;0.0011853779256016076;0.011934173308599583;
0.001996007984031936;0.004697473816166379;0.28001876810000004;0.0011619291052113354;0.011715534671920658;
0.0019569471624266144;0.0046056589518834465;0.30287895140000004;0.00113939489710884;0.011504707986061291;
0.0019193857965451055;0.0045173539190935625;0.27592845210000005;0.0011177132549749147;0.011301285201584577;
0.001883239171374764;0.004432375513806005;0.314554533;0.0010968413457125084;0.01110488594345238;
0.0018484288354898334;0.004350540599278472;0.33352750715;0.0010767387879319146;0.01091515522906672;
0.0018148820326678763;0.00427166386502513;0.31010527385;0.0010573557471118896;0.010731761405614826;
0.0017825311942958999;0.004195599842523422;0.32488125975000004;0.0010360612223698552;0.010334704088220015;
0.0017513134851138354;0.0041222018889462714;0.36496351815000005;0.0010181074572478857;0.010170655666395412;
0.001721170395869192;0.004051320274782043;0.3649127886;0.0010007618132600025;0.010011685546920113;
0.0016920473773265649;0.003982838093130081;0.3622128345;0.0009839972653096726;0.009857564106199312;
0.001663893510815307;0.003916636546747456;0.40272655290000003;0.0009677881215022081;0.009708075175628217;
0.001636661211129296;0.0038525932900653286;0.4405756952;0.0009521013299664653;0.009563015086353488;
0.0016103059581320449;0.0037906133466992084;0.41338901215;0.0009369149263779103;0.009422191792660684;
0.001584786053882726;0.0037305994630441887;0.4211222652;0.0009222079593988592;0.00928542406671884;
0.0015600624024961;0.0036724506526358085;0.44183286745000006;0.0009079529742547044;0.009152540757929373;
0.0015360983102918582;0.003616088997105539;0.48944687365000006;0.000894131947959061;0.009023380111560897;
0.0015128593040847206;0.0035614341205869025;0.5052424761500001;0.0008807276358169889;0.00889778914068362;
0.0014903129657228014;0.0035084018990347112;0.5309651684500001;0.0008677170275285679;0.008775623047293735;
0.001468428781204112;0.0034569278385521074;0.4978910070000001;0.0008550852050184307;0.008656744687860929;
0.0014471780028943555;0.0034069449363067065;0.5537794849000001;0.0008428178542273281;0.008541024079779191;
0.0014265335235378036;0.0033583825277186973;0.56582313055;0.0008308955321384445;0.008428337944764053;
0.001406469760900141;0.0033111867966900818;0.57792978035;0.0008193057923440546;0.008318569286575261;
0.0013869625520110953;0.003265301446643764;0.5795995826;0.0008080366614726546;0.008211606999693366;
0.0013679890560875513;0.0032206666644568837;0.4416167304;0.0007970715879945144;0.008107345506614294;
0.0013495276653171387;0.0031772372099984634;0.5229995915999999;0.0007849108534540817;0.007879612012050785;
0.00133155792276964;0.003134965439429939;0.507371539;0.0007745624350472204;0.007783773199006028;
0.0013140604467805521;0.003093800368893619;0.6597503939500001;0.0007644817854020658;0.007690219161280432;
0.0012970168612191956;0.003053703707973213;0.6278029093;0.0007546601364456002;0.0075988699212734545;
0.0012804097311139568;0.003014634866794749;0.6432599371;0.000745089011980695;0.007509649149577413;
0.0012642225031605568;0.0029765501062051507;0.6592291858999999;0.0007357562442122082;0.007422483962028714;
0.0012484394506866415;0.0029394168139953106;0.7303040736;0.0007266543669253374;0.007337304730130612;
0.001233045622688039;0.002903200197123403;0.72037908325;0.0007177761477174595;0.007254044903518775;
0.0012180267965895245;0.002867862507471106;0.7220625462;0.0007091110273087678;0.007172640843710276;
0.0012033694344163663;0.002833375807320988;0.8582357867500001;0.0007006526118861127;0.007093031668556904;
0.0011890606420927462;0.0027997101027578;0.7908291394499998;0.0006923946961060224;0.007015159106089186;
0.0011750881316098705;0.0027668326356511804;0.8155985925;0.0006843280671532491;0.006938967357817738;
0.0011614401858304302;0.0027347193436706666;0.8260205644999999;0.000676447220723299;0.006864402970064631;
0.0011481056257175656;0.002703344233219864;0.8374476642000002;0.0006687468052046419;0.006791414713420707;
0.0011350737797956867;0.002672678730468641;0.8469658914500002;0.0006612187424266005;0.006719953469307427;
0.0011223344556677895;0.0026427020068396584;0.8743806806500001;0.0006538582705040348;0.006649972123422998;
0.0011098779134295228;0.002613391424697776;0.882849564;0.0006466607520192284;0.0065814254654350535;
0.0010976948408342481;0.0025847219404496404;0.9089999495000001;0.0006386333886510195;0.006430808615932371;
0.0010857763300760046;0.0025566754404911522;0.94080793985;0.0006317647793260684;0.006366796389172258;
0.001074113856068743;0.002529232119221322;1.00173538115;0.0006250431448075569;0.0063040365399080756;
0.0010626992561105207;0.002502369928960822;1.08964351325;0.0006184622171756492;0.006242492988342008;
0.0010515247108307047;0.0024760730483792005;1.0139596150499997;0.0006120184125733737;0.0061821310131664475;
0.0010405827263267433;0.0024503240751070974;1.01324153385;0.0006057082292836946;0.006122917188973176;
0.0010298661174047373;0.0024251035177991994;1.15605322845;0.0005995260979849257;0.006064819327169069;
0.0010193679918450564;0.002400397500633802;1.0954989962000001;0.0005934688775782165;0.00600780641986276;
0.001009081735620585;0.002376190671355478;1.2212830492;0.000587533494716412;0.00595184858693365;
0.0009990009990009994;0.0023524657307871424;1.1417595973999997;0.0005817149819574532;0.00589691702569084;
0.0009891196834817015;0.0023292104628226114;1.1732395972999996;0.0005760105759869254;0.005842983963313841;
